42,1,34,9,22,40,24,46,35,43,21,45,2,18,41,6,17,3,26,27,48,30
sfx2,width,E2,focus,rule_of_thirds,mag4,fps,sfy2,E3,sfx3,smiles,sfy1,height,dif_hues,sfx1,green_m2,blue_m4,red_m1,shackiness,motion_mag,sfy4,focus_diff
