0.0977282,1,0.374922,1,0.0137387,0.00227595,0.998498,0.0455543,0.501779,0.583081,0,0.240063,1,0.128226,0.432237,0.253346,0.0778808,0.510662,0.492386,0.0822458,0.00163516,0.106196
0.0385138,1,0.0871137,1,0.0187584,0.00141979,0.998498,0.045777,0.598581,0.589506,0.000503473,0.237859,1,0.358599,0.438019,0.111224,0.365792,0.290721,0.439707,0.0658912,0.000930668,0.0695662
0.488531,1,0.502403,0.460231,0.0321757,0.0023346,0.998498,0.479894,0.616436,0.587793,0.00191408,0.214973,1,0.240286,0.441206,0.437634,0.0058242,0.398932,0.547639,0.507703,0.00169925,0.0522047
0.0506686,1,0.858903,0.312042,0.17654,0.00337231,0.750121,0.046255,0.73643,0.589415,0.000841364,0.242135,1,0.0763414,0.438093,0.243572,0.00783025,0.976052,0.52814,0.0375919,0.00590516,0.286667
0.186323,1,0.0493449,1,0.00685271,0.00350078,0.999994,0.0592088,0.761499,0.581763,0.000281289,0.245179,0.454861,0.280673,0.434614,0.121343,0.00393103,0.370894,0.515637,0.128179,0.0041717,0.0500075
0.22108,1,0.141227,0.280157,0.0411155,0.00503525,0.998498,0.154667,0.533356,0.571333,0.00164847,0.233141,1,0.23437,0.377987,0.421348,0.00548158,0.549754,0.662359,0.159613,0.00315888,0.0834883
0.156894,1,0.483955,0.590135,0.00772322,0.000557358,0.698946,0.433601,0.55872,0.596592,0.000667656,0.235453,1,0.069571,0.464365,0.393994,0.021731,0.586609,0.270288,0.31131,0.00240719,0.0752123
0.109361,1,0.0898929,1,0.0183656,0.0183797,0.999994,0.0848393,0.759043,0.602501,0,0.248217,1,0.0992049,0.440885,0.134202,0.0170335,0.527609,0.376411,0.0737321,0.0053769,0.0691828
0.235467,1,0.458382,0.213839,0.00917323,0.00239961,0.998498,0.219777,0.686002,0.576097,0,0.229594,1,0.150717,0.400743,0.505637,0.00670317,0.61105,0.375751,0.159552,0.00489362,0.159417
0.11666,1,0.5752,0.585047,0.327818,0.0412776,0.750121,0.274215,0.604134,0.709766,0.00946323,0.26009,1,0.212571,0.437426,0.566337,0.00457886,0.487432,0.493753,0.0760511,0.0859324,0.0692757
0.0876274,1,0.229361,1,0.116085,0.0131075,0.750121,0.0899784,0.622554,0.648176,0,0.242726,1,0.0907288,0.446878,0.273466,0.00584034,0.491845,0.366822,0.0673139,0.0207885,0.0427915
0.0612413,1,0.623666,0.67712,0,0.0293365,0.700146,0.0271334,0.632329,0.558706,0,0.24687,1,0.208817,0.436696,0.71739,0.00437658,0.486277,0.335111,0.034344,0.00433032,0.0875585
0.245763,1,0.592879,0.56679,0.146148,0.00367295,0.998498,0.397766,0.616556,0.593534,0,0.279178,1,0.22849,0.434249,0.470665,0.0113626,0.510221,0.510202,0.211485,0.00410524,0.0719995
0.355305,1,0.210142,0.133103,0,0.00640904,0.998498,0.163958,0.672684,0.596894,0,0.235484,1,0.253974,0.457148,0.592169,0.00296278,0.717112,0.327051,0.170132,0.00863849,0.242959
0.290638,1,0.131612,0.268351,0.0343993,0.00337548,0.998498,0.222039,0.750754,0.589532,0,0.234621,1,0.239766,0.447911,0.242161,0.0161976,0.282957,0.464408,0.223695,0.00164061,0.049028
0.449516,1,0.221829,0.861242,0.02255,0.00149306,0.998498,0.44152,0.432832,0.581024,0.0024039,0.260686,1,0.18946,0.414414,0.271781,0.0338701,0.478059,0.545635,0.355472,0.00168985,0.0430155
0.0314588,1,0.539829,0.0874167,0.0466718,0.100188,0.998498,0.121585,0.690955,0.613171,0.00330402,0.244565,1,0.165957,0.43383,0.375828,0.00685042,0.295865,0.322544,0.0392847,0.025098,0.0861056
0.497127,1,0.701351,0.578826,0.0958965,0.000567539,0.700146,0.430278,0.663779,0.588878,0.00706341,0.291419,1,0.0700277,0.540959,0.591852,0.00354067,0.738486,0.642584,0.416146,0.00130975,0.19021
