0.585126,0.281233,0.133641,1,0.110374,0.0991967,0.0226191,0.0113379,0.000804487,0,0.00166289,0.0702186,0.183673,0.0869409,0.356178,0.000427326,0.641127,0.104308,0.0380477
0.376016,0.318524,0.305459,0.0401019,0.409754,0.0130363,0.108248,0,0,0,0,0.054806,0.158621,0.0212037,0.122267,0.0264856,0.850673,0.000574713,0.172565
0.322479,0.336387,0.341133,0.065274,0.388958,0.168389,0.0530274,0,0,0,0,0.0726851,0.0997035,0.0165152,0.585625,0.081142,0.332863,0.284285,0.149084
0.237288,0.270624,0.492088,0.164055,0.201409,0.104276,0.162802,0,0,0,0,0.0610526,0.147899,0.080752,0.52896,0.0235908,0.446889,0.0761905,0.0595276
0.30552,0.360473,0.334007,0.25871,0.356224,0.0485193,0.192721,0,0,0,0,0.0954007,0,0.00297257,0.352852,0.0905226,0.556181,0.00888494,0.0571376
0.380635,0.314856,0.30451,0.0625364,0.265183,0.0915051,0.377242,0.0693025,0.00429087,0.000444247,0.00395815,0.0897728,0.0257663,0.0180301,0.469434,0.0549933,0.475128,0.124833,0.106057
0.299323,0.337328,0.363349,0.16939,0.522239,0.00673958,0.194824,0,0,0,0,0.140295,0.0636646,0.0215821,0.0921671,0.0761878,0.830092,0,0.0999727
0.326961,0.325455,0.347584,0.18815,0.264652,0.119561,0.163554,0.131913,0.00647395,0.00261584,0.0229059,0.11468,0.182362,0.0526939,0.495373,0.0246813,0.479572,0.0429746,0.0477552
0.365252,0.3241,0.310648,0.0772754,0.155982,0.080667,0.163918,0.118653,0.00733163,0.00502765,0.0251182,0.0715566,0.33082,0.0330248,0.153924,0.037927,0.807645,0,0.0847267
0.332197,0.32971,0.338093,0.160495,0.253111,0.0977981,0.0354858,0.0134737,0.000830746,0,0.000663777,0.0897631,0.0585263,0.00574652,0.196601,0.107543,0.695435,0.000842105,0.0844344
0.345583,0.333754,0.320663,0.52778,0.397828,0.0938958,0.235897,0.0119581,0.000442105,0,0.000353176,0.101789,0.0597907,0.00638358,0.158499,0.0406339,0.800493,0.0616592,0.10185
0.514546,0.328358,0.157097,0.0246353,0.251708,0.027554,0.31859,0.0144092,0.0030328,0,0.0050517,0.0536026,0,0.00952965,0.204917,0.0580448,0.734157,0.121037,0.107347
0.316586,0.33144,0.351974,0.0251795,0.767245,0.0946797,0.00467421,0,0,0,0,0.181343,0,0.00289195,0.135104,0.0109145,0.853075,0.105978,0.347524
0.332678,0.351017,0.316306,0.0833782,0.486019,0.078158,0.0596977,0,0,0,0,0.0928885,0.182759,0.0375951,0.450161,0.135311,0.412804,0.0793103,0.147036
0.345439,0.325363,0.329198,0.0951451,0.448062,0.116687,0.247755,0.119497,0.026828,0.10587,0.0179944,0.0950578,0.242138,0.197188,0.775067,0.0428539,0.181031,0.522013,0.122408
0.313387,0.334561,0.352052,0.108648,0.625782,0.0371709,0.0239984,0,0,0,0,0.101415,0.0825285,0.0130624,0.0423704,0.0619755,0.894776,0.00614574,0.322994
0.320852,0.3329,0.346248,0.700621,0.470878,0.0620046,0.0523072,0.0110803,0.000239821,0,0.00265059,0.12885,0.0249307,0.0704806,0.579403,0.0497972,0.36803,0.0110803,0.0615772
0.34177,0.328771,0.329459,0.0335348,0.385304,0.280039,0.057999,0.017809,0.00273996,0.00377766,0.00154069,0.0879701,0.131678,0.0352832,0.523078,0.094193,0.382189,0.266595,0.225565
0.284763,0.331184,0.384053,0.409667,0.527911,0.0112977,0.0482666,0,0,0,0,0.133287,0.132518,0.0169419,0.163728,0.091981,0.743271,0,0.0832173
