1,1280,720,0.347099695,121.6263087,23.3103357,0.33240851,116.4784086,22.71541135,0.320491795,112.302703,21.28036605,1,0.460774413,0.088712718,0,0,0,0,0,0,0.042507901,0.025893958,0.000901887,0,0.001214913,0.183538228,0.074925075,29.97002997,0,0.267417,0.0213588,0.196853,0.0602502,0.742743,0.037762,0.104131,0,0,0,0,1,1,1,4,1,1,1,4,4,4,1,4,1,4,1,4,1,0.610395,0.187087915
2,1280,720,0.335750941,75.88521281,10.54615029,0.330621715,74.72592375,10.26103646,0.333627344,75.40524506,8.332959611,0.528633327,0.294848069,0.039170938,0,0,0,0,0,0,0.21163231,0,0,0,0,0.111338627,0.074925143,29.97005705,0,0.193186,0.0175569,0.123355,0.0438558,0.8326,0.0209364,0.0697914,0,0,0,0,4,2,2,3,2,2,2,3,4,4,2,4,1,4,1,4,2,0.603846,0.138640454
3,1280,720,0.313999637,98.38959508,37.60084911,0.329486243,103.2422151,38.86467899,0.35651412,111.7112117,47.50488112,0.232257634,0.402846196,0.1495493,0,0,0,0,0,0,0.248920839,0.034298119,0.001883433,0.000578871,0.006902188,0.099362991,0.074925075,29.97002997,0,0.256151,0.123875,0.722099,0.0903549,0.187402,0.488133,0.0535154,0,0,0,0,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,0.546225,0.097827044
4,1280,720,0.333470899,218.4136934,22.47493881,0.337246022,220.8862883,21.85364173,0.329283079,215.6707934,17.63970172,0.158693215,0.861125884,0.080857027,0,0,0,0,0,0,0.029442027,0.154580153,0.007132269,0.000636132,0.016096642,0.119101983,0.0625,25,0,0.149491,0.00962386,0.116945,0.0652763,0.817143,0,0.273318,0,0,0,0,3,4,2,4,1,1,1,4,1,1,1,4,2,1,1,4,1,0.362435,0.058457173
5,1280,406,0.31289629,92.55863483,9.997716981,0.330867803,97.87483299,11.14763059,0.356235907,105.3790353,12.24360433,0.809098681,0.380872244,0.042102186,0,0,0,0,0,0,0.176627206,0,0,0,0,0.131657129,0.075,30,0,0.185878,0.0329134,0.353566,0.0567342,0.589488,0,0.0514555,0,0,0,0,4,4,4,3,1,1,1,1,2,2,2,2,2,2,2,2,4,0.618714,0.161442458
6,1280,720,0.384469815,129.7561967,36.59360678,0.331673888,111.9378962,37.43261649,0.283856296,95.79975324,38.72091884,0.142921284,0.452509338,0.144090532,0,0,0,0,0,0,0.171132728,0.285417532,0.031056149,0.00083091,0.009970375,0.081939203,0.074925075,29.97002997,0,0.251766,0.0399527,0.592358,0.0450427,0.362184,0.208143,0.082843,0,1,0,0,4,1,4,1,4,1,1,4,4,1,1,1,4,1,1,1,1,0.608464,0.107497226
7,1280,720,0.359935434,137.4210041,35.90470225,0.310240844,118.4479332,35.03433387,0.329823722,125.9245483,37.14322306,0.296569662,0.489959158,0.137694719,0,0,0,0,0,0,0.017567826,0,0,0,0,0.133504391,0.05994006,23.97602398,0,0.129732,0.0801932,0.589119,0.0538823,0.356494,0.168097,0.0750845,0,1,0,0,1,1,4,1,1,4,1,1,3,1,1,1,1,1,1,4,1,0.568925,0.126782389
8,1280,720,0.356966049,125.150641,8.911739876,0.49618907,173.9615864,12.27247683,0.14684488,51.48313386,9.872734247,0.538107503,0.570022702,0.035069515,0,0,0,0,0,0,0.117345982,0.058854719,0.001787887,0,0.008545942,0.12484526,0.075,30,0,0.101803,0.0180898,0.353536,0.0684541,0.577479,0.00159067,0.0694319,0,1,0,0,2,2,1,2,2,4,2,2,2,1,4,2,2,4,4,2,2,0.612975,0.12065461
9,1280,720,0.316138126,142.5039964,44.19652958,0.33331842,150.2482714,44.8220727,0.350543455,158.0127139,52.51466479,0.110062811,0.583479642,0.171692061,0,0,0,0,0,0,0.098479083,0.017580384,0.000710821,0,0.003370027,0.080451162,0.074925075,29.97002997,0,0.182512,0.0389636,0.599816,0.140219,0.259734,0.271571,0.154024,0,1,0,0,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,0.485429,0.052298353
10,1280,720,0.356360828,116.7951177,51.33813863,0.340802774,111.6960593,50.13629138,0.302836398,99.25280794,45.63244309,0.294071996,0.438296064,0.194747744,0,0,0,0,0,0,0.170438422,0.48989899,0.040025081,0.002946128,0.035781013,0.092736292,0.0625,25,0,0.245791,0.0195384,0.506332,0.0881055,0.405143,0.164983,0.069519,1,1,0,0,1,4,1,1,1,4,1,1,4,1,1,1,4,1,1,1,1,0.572014,0.10005098
11,1280,720,0.388596477,117.7129097,25.16289318,0.337972494,102.3779884,24.47734475,0.273431029,82.82721009,23.02937222,0.964424477,0.410582259,0.092960744,0,0,0,0,0,0,0.069795237,0.327538423,0.015727947,0,0.004724359,0.149370866,0.0625,25,0,0.161754,0.0170576,0.568898,0.0919117,0.33894,0.125976,0.0446907,1,1,0,0,4,2,1,1,2,4,1,1,1,1,1,1,2,3,4,3,1,0.609742,0.158814337
12,1280,720,0.349943969,116.5549143,71.37705228,0.324767225,108.1693626,63.38048408,0.325288806,108.3430841,55.10388823,0.339817394,0.433957136,0.24995969,0,0,0,0,0,0,0.076170891,0,0,0.000131372,0,0.112769531,0.06,24,0,0.165134,0.00909038,0.455228,0.0902654,0.454375,0.160667,0.0866587,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.524937,0.081172964
13,1280,720,0.370706434,121.5345474,45.24355456,0.314068168,102.9659299,41.75755596,0.315225398,103.3453227,43.90838199,0.285075656,0.425656548,0.166781892,0,0,0,0,0,0,0.106382949,0.179600372,0.006538542,0.000464684,0.010330108,0.12786271,0.074925075,29.97002997,0,0.256273,0.0516998,0.49585,0.0493559,0.454561,0.173559,0.0720725,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.567002,0.139641118
