0.741315,0.1028,0.30998,0.657484,0.0863419,0.5,0.132728,0.0102119,0.294445,0.723124,0.0469556,0.207704,0.894773,0.0556195,0.184526,0.00376914,0.00210043,0.37172,0.0297576,0.897492,0.680532,0.431973,0.441176,0.805144,1,0.345771,0.0587135,0.39652,0.78341,0.00713812
0.713998,0.052609,0.209562,0.868949,0.240589,1,0.065378,1,0.188221,0.610305,0.238147,0.215692,0.305535,0.0256689,0.0258476,1,1,0.404267,0,0.817772,0.441094,0.545197,0.691176,0.694203,1,0.477498,1,0.249136,0.676319,0
0.897757,0.116776,0.459657,0.0340288,0,1,0.270597,0.0143624,0.111392,0.724678,0.261994,0.295494,0.384589,0.0342408,0.0579261,0.0112181,0.0093797,0.12616,0,0.909072,0.979034,0.270422,0.683824,0.794948,1,0.148579,0.102748,0.164119,0.688642,0
0,0.477937,0,0.218756,1,1,0.314227,0.0084241,1,0.790893,0.139808,1,0.0523783,0.0079116,0.436357,0.00499315,0.0046592,1,0,0.939794,0,0.70054,0.882353,0.83408,1,1,0.0606578,0.860235,0.640104,0
0.516261,0.0933182,0.478446,0.974276,0.115537,1,0.0635542,0.0201742,0.486815,0,0.274972,0.254744,0.101988,0.119987,0.142138,0.0598389,0.0649206,0.648182,0.0251116,0.138769,0.262623,0.767459,0.441176,0,1,0.202471,0.0784259,0.579087,0.499861,0
0.746919,0.418307,0.0184086,0.537573,0.913585,1,0.137077,0.0154931,0.456514,0.851553,0.65735,0.276689,0.410634,0.00714096,0.330784,0.00496756,0.00525953,0.333754,0.920785,0.887526,0.105454,0.920722,0.882353,0.878249,1,0.995553,0.0813614,0.607867,0.545817,1
1,0.0553165,0.406213,0.147016,0.114746,1,0.0226049,0.00187716,0.0762141,0.773559,0.101617,0.275394,0.0388517,0.0193258,0.149102,0.00108431,0.000938042,0,0,0.905754,0.238413,0.789817,0.441176,0.811047,0.701051,0.269326,0.00333919,0.115277,0.638755,0
0.726634,0.363306,0.26732,0.520964,0.205188,1,0.239161,0.00654748,0.404395,0.762826,0.147498,0.308183,0.191682,0.00720646,0.361603,0.00309451,0.00375425,0.346597,0.0228628,0.846829,0.448703,0.914372,0.441176,0.8192,1,0.424847,0.0523267,0.531485,0.591087,0
0.959252,0.238361,0.23155,0.541219,0.146354,1,0.163143,0.00825986,0.163254,0.825077,0.398601,0.148706,0.146634,0.022801,0.206614,0.0182892,0.0278966,0.109957,1,0.84405,0.219628,0.919331,0.441176,0.90547,1,0.289246,0.0545134,0.245484,0.595291,0.371638
0.645704,0.254357,0.237813,0.551853,0.0954664,0.5,0.188263,0.00489776,0.356687,0.710968,0.269599,0.230193,1,0.0111942,0.223548,0.00413253,0.0052122,0.488061,0,0.895843,0.564588,0.490043,0.441176,0.780676,0.69985,0.423841,0.0417156,0.453416,0.68773,0
0.594504,0.0577804,0.124938,0.46587,0.140317,1,0.144515,0.040498,0.625482,0.797982,0.160682,0.310362,0.103337,0.00363261,0.0689545,0.0309294,0.0106408,0.520179,0,0.915378,0.249813,0.870866,0.441176,0.881594,1,0.409063,0.165746,0.765342,0.624871,0
0.760091,0.204699,0.318928,0.99992,0.153103,1,0.181308,0.0134733,0.377671,0.53715,0.188135,0.255937,0.368371,0.157918,0.228944,0.00479145,0.00348645,0.325547,0.0461927,0.755227,0.553072,0.849057,0.411765,0.621419,0.751126,0.394607,0.0770059,0.509612,0.840192,0
0.597331,0.0440951,0.565004,0.781868,0.155417,1,0.0929913,0.0502061,0.386894,0.759873,0.332586,0.576055,0.178312,0.00765432,0.0165549,0.0530575,0.0577275,0.398732,0,0.803419,0.682773,0.919391,1,0.75191,0.751126,0.20559,0.224111,0.437144,0.633468,0
0.609569,0.0534678,0.153482,0.99992,0.731747,1,0.108584,0.0586568,0.45915,0.743293,0.559963,0.416287,0.395776,0.00446095,0.0140916,0.0505296,0.0538278,0.45335,0,0.874343,0.63937,0.972691,1,0.800373,0.751126,0.91176,0.239301,0.54885,0.608704,0
0.734859,0,0.114651,0.999797,0.277847,1,0.0118054,0.0690693,0.321417,0.635242,0.316813,0.195164,0.411236,0.0120985,0,0.0622979,0.00441923,0.385804,0.166421,0.817619,0.231964,0.873909,0.588235,0.833311,1,0.510955,0.242595,0.430947,0.650735,0
0.679574,0.0698691,0.178086,0.507198,0.598511,1,0.102599,0.000834397,0.476721,0.513814,0.377621,0.217606,0.472937,0.0538296,0.144072,0.000894877,0.0019758,0.448895,0,0.724393,0.319356,0.810185,0.441176,0.629187,0.701051,0.677329,0.00294356,0.621215,0.753184,0
0.770626,0.214923,0.387362,0.900142,0.125995,1,0.121411,0.00355533,0.309482,0.751826,0.17185,0.232764,0.281149,0.116883,0.140987,0.00420177,0.00593831,0.321896,0.441409,0.618683,0.619609,0.648296,0.882353,0.828624,1,0.298052,0.0380945,0.422782,0.835928,0.00924745
0.697391,0.214046,0.331997,0.910562,0.34039,1,0.239436,0.00566785,0.490634,0.602818,0.247878,0.24525,0.35629,0.0656678,0.179281,0.00415518,0.00546983,0.41311,0.120426,0.803727,0.505391,0.706886,0.882353,0.67686,0.751126,0.598998,0.0551387,0.641477,0.78079,0.0548494
0.82033,0.00981102,0.55503,0.995873,0.103763,1,0.00959,0.00563648,0.253093,0.721794,0.397298,0,0.0149633,0.116355,0.0387481,0.00847561,0.00903164,0.35936,0,0.917687,0.316673,0.983322,0.441176,0.809066,0.701051,0.255856,0.0385203,0.367414,0.846405,0
0.56599,0.0422663,0.355106,0.99992,0.0293489,1,0.108255,0.0527358,0.426136,0.769906,0.565563,0.281705,0.349581,0.00527606,0.0151144,0.0533673,0.0583515,0.570544,0,0.883199,0.530501,0.970156,1,0.825978,0.751126,0.215832,0.227898,0.512233,0.621023,0
0.611604,0.57033,0.435422,0.548275,0.104752,1,0.388534,0.00612539,0.558069,0.774793,0.112372,0.264558,0.117204,0.0308293,0.575541,0.00238282,0.00275199,0.517883,0,0.925803,0.483079,0.855263,1,0.879891,0.751126,0.28893,0.0523641,0.695176,0.65651,0
0.690542,0.0992895,0.182995,0.0631963,0.35263,1,0.123418,0.00439607,0.356795,0.856157,0,0.25089,0.0255837,0.109515,0.0661106,0.0034337,0.00607705,0.41966,0,1,0.193071,0.063371,0.441176,0.830446,1,0.530054,0.047692,0.464252,0.823722,0
0.705669,0.0830585,1,0.275066,0.120814,1,0.0437702,0.0124045,0.436135,0.783549,0.247466,0.243847,0.0330009,0.014136,0.105665,0.00648539,0.00977357,0.402796,0.0467956,0.951873,0.2923,0.865681,0.441176,0.812599,1,0.224859,0.0581659,0.573887,0.592417,0
0.769016,0.0708769,0.55312,0.999392,0.0772709,1,0.129834,0.0262718,0.23764,0.705513,0.372428,0.185241,0.275046,0.0499301,0.0546693,0.0219378,0.0207965,0.345078,0.0741871,0.650692,0.548985,0.835091,0.441176,0.804666,1,0.144923,0.131802,0.318656,0.751862,0.00140123
0.77056,0.183189,0.497271,0.121398,0.0924297,1,0.319824,0.00538211,0.245976,0.818459,0.312871,0.195884,0.243998,0.00975574,0.195762,0.00355783,0.00374246,0.338323,0.185347,0.916988,0.47834,0.832413,0.882353,0.922814,0.751126,0.218684,0.0603174,0.33086,0.675953,0.0171001
0.716199,0.181547,0.289561,0.31031,0.14779,1,0.121838,0.00777913,0.354433,0.534916,0.259742,0.214122,0.372822,0.0160249,0.141681,0.0553714,0.0630484,0.402055,0.333756,0.692242,0.440053,0.787559,0.882353,0.667147,1,0.394071,0.0688147,0.470023,0.645954,0.0113829
0.733564,0.217595,0.131593,0.780897,0.123671,1,0.207469,0.0112479,0.415226,0.641637,0.369383,0.23699,0.766298,0.0545271,0.10773,0.00618466,0.00738144,0.368984,0.199557,0.852618,0.20172,0.550824,0.882353,0.712732,0.751126,0.33329,0.0884247,0.55583,0.686119,0
0.674466,0.673862,0.425897,0.233745,0.11486,1,0.230445,0.00687078,0.534934,0.810496,0.0665911,0.21154,0.143596,0.00721217,0.536102,0.000894475,0.000950213,0.45833,0,0.913863,0.380935,0.829176,0.441176,0.847909,1,0.319054,0.0576792,0.696404,0.647421,0
0.461045,0.0241374,0.224007,0.0887178,0.0828435,1,0.0236651,0.00148843,0.516022,0.788929,0.00523593,0.211264,0,0.0297826,0.0260358,0.00184823,0.00155703,0.740387,0,0.915924,0.05361,0.160641,0.441176,0.879637,1,0.19997,0.0143468,0.605023,0.696129,0
0.676415,0.41806,0.106804,0.659972,0.102354,0,0.0925052,0.0020136,0.768789,0.726617,0.209455,0.229608,0.088003,0.013102,0.466743,0.0022044,0.00222025,0.44775,0,0.912438,0.294479,0.623842,0,0.820921,0.250375,0.450555,0.0209482,1,0.637272,0
