sfx2,width,E2,focus,rule_of_thirds,mag4,rank_sum,sfy2,E3,sfx3,smiles,sfy1,height,sfx1,green_m2,F4,ufx1,blue_m4,rg2,ufy3,shackiness
0.0742246,1280,0.274085,0.112507,0.00472387,0.0154835,0.0625,0.0606021,0.0410693,-0.0275469,0.000234082,-0.00228354,720,-0.00153987,0.0159327,0.0822918,0.0482991,1,0.0644758,0.0433906,0.0926966
0.17963,1280,0.24204,0.646938,0.0462063,0.00166242,0.0749251,0.189976,-0.242704,-0.00587938,0.0125899,0.0112687,720,-0.0168784,0.150453,0.000802995,0.139729,0.00726915,0.260587,0.0298743,0.0782374
0.0951841,1280,0.326622,0.821971,0.0605354,0.00507641,0.0625,0.104794,-0.166785,-0.00575796,0.013624,0.0018745,720,0.000614088,0.156488,0.0126182,0.0600152,0.020244,0.23718,0.0489914,0.0801544
0.367718,1280,0.368238,1,0.00206782,0.00132547,0.0749251,0.247793,-0.161116,-0.00350777,0,-0.024695,720,0.0341205,0.152534,0.000676089,0.273847,0.00242972,0.230327,0.0248242,0.0998128
0.331617,1280,0.161216,0.516866,0.00403487,0.00183745,0.0749251,0.151815,-0.384295,-0.00759128,0.000862441,-0.00432015,720,0.0384345,0.0783404,0.00390241,0.2344,0.00850251,0.187695,0.0244316,0.0670548
0.407295,1280,0.119222,0.0424322,0.00743771,0.000812349,0.075,0.433219,-0.140747,0.000794984,0.00132685,0.04452,720,-0.0259082,0.135476,0.0194023,0.372977,0.00926618,0.243345,0.0225373,0.106811
0.194789,480,0.0730039,0.0291376,0.0104781,0.00180855,0.0625,0.046255,-0.120231,-0.00238933,0.00166834,0.00239885,360,-0.000801852,0.0200515,-0.000841146,0.11708,0.00335521,0.05438,0.0203671,0.0714047
0.0661787,1280,0.256827,0.203048,0.100054,0.00887172,0.0749251,0.0635399,-0.141166,0.0459714,0.1305,0.000121471,720,0.00392532,0.102092,0.01845,0.0489075,0.0208051,0.176498,0.0448888,0.0792015
0.128908,480,0.058371,0.0597188,0.0100245,0.00128094,0.075,0.176166,-0.0485755,-0.0149989,0.00130933,0.0100191,360,-0.019088,0.0862701,0.00161069,0.112108,0.00261621,0.232974,0.024511,0.0582651
0.681146,640,0.0427748,0.1094,0.01424,7.97E-05,0.0749251,0.170883,-0.147842,0.00123345,0.000550661,0.00165741,360,-0.0287723,0.0389729,-0.00238874,0.49395,0.0263728,0.190213,0.0524276,0.0462555
0.266719,1280,0.225112,0.675391,0.00278334,0.000607192,0.075,0.25176,-0.187912,0.0140019,0.000776759,-0.01811,720,0.0199131,0.159787,0.0109061,0.283696,-0.000667753,0.216197,0.0195497,0.0796955
0.438635,640,0.0388974,0.0983607,0.0328751,0.00126666,0.0749251,0.221847,-0.112234,0.00388849,0.000979192,0.000966225,360,0.0270428,0.0586116,0.00262991,0.265798,0.025843,0.15246,0.052804,0.0501836
0.242966,1280,0.0268071,1,0.00440954,0.00316322,0.075,0.198668,-0.0631132,0.00148855,0.000567537,0.0135697,720,0.0162162,0.0504135,-0.00304319,0.134814,0.00413275,0.264502,0.0379778,0.0838536
0.0429035,1280,0.391452,0.587895,0.00660771,0.0156031,0.06,0.076609,-0.141631,-0.0163642,0.00128921,-0.00269912,720,-0.00161067,0.092742,-0.000196231,0.0292379,0.0151947,0.285369,0.0735113,0.083584
0.0226486,1280,0.180364,0.225682,0.00444571,0.00507088,0.0749251,0.0531891,-0.230508,0.0254705,0,-0.0256091,720,0.00264226,0.0444345,0.0106056,0.031451,0.0102456,0.143651,0.0339563,0.0652608
0.199068,1280,0.117845,1,0,0.000349002,0.0749251,0.0902828,-0.000178117,0.00368258,0,0.0995213,720,0.292495,0.0649791,-0.000586688,0.33034,-0.00350685,0.329321,0.00401698,0.088914
0.0207188,1280,0.196237,0.295178,0.00854639,0.0325347,0.0749251,0.0289532,-0.245141,0.0430925,0,-0.000294166,720,-0.000366515,0.0703074,0.0711647,0.0154995,0.0315842,0.213867,0.082707,0.0720874
0.149782,480,0.243985,0.49925,0.0113976,0.00521974,0.0625,0.113811,-0.0605655,0.0123009,0.00433109,0.0104231,360,0.0194182,0.137927,0.066767,0.135989,-0.00133041,0.247793,0.0583872,0.0628008
0.0905195,480,0.0574052,0.522984,0,0.00778397,0.0749994,0.0376885,0.0087329,-0.0289583,0,-0.00103691,360,-0.0254608,0.0249813,-0.000652764,0.0662941,0.00948559,0.347037,0.0380862,0.0860984
0.108005,1280,0.110745,0.206348,0.00648696,0.00337863,0.0625,0.148828,0.0162416,-0.014088,0.000776699,0.0159766,720,-0.0043064,0.0661872,-0.00318493,0.0481847,-0.00343811,0.26649,0.0371846,0
0.0486348,1280,0.00564286,1,0,0.0321461,0.0625,0.0786855,-0.0892796,-0.0101652,0,-0.00107141,720,-0.000667745,0.0287581,0.0182351,0.0475152,0.00199382,0.249975,0.100324,0.0619448
0.124979,1280,0.0778161,0.397728,0.00140222,0.00621347,0.0749252,0.203953,0.00210396,0.0190591,0,0.0255382,720,0.0158466,0.101634,0.0134812,0.101502,0.0245708,0.202387,0.0418807,0.0850835
0.0857217,1280,0.0766446,0.385381,0.0136431,0.00451969,0.06,0.105256,-0.00669027,0.0247646,0,0.00186271,720,0.0100592,0.118405,0.0426151,0.0720686,-0.00324343,0.184431,0.0369154,0.0763285
0.113714,1280,0.312217,0.315549,0.121177,0.0011086,0.0599401,0.106801,-0.157221,0.000646606,0.284831,-0.0017153,720,0.00831498,0.097064,0.0770251,0.0940144,0.0562029,0.160079,0.0222599,0.0723998
0.238229,1280,0.0788358,0.0746493,0.0538184,0.00275922,0.0749251,0.249985,-0.115125,-0.00263206,0.230208,-0.00896088,720,-0.000543651,0.0880827,0.0599516,0.179717,0.0181875,0.161359,0.0345971,0.0677966
0.12148,640,0.129823,0.22205,0.000265018,0.00153642,0.075,0.111853,-0.032095,0.0010519,0,0.00606869,360,0.00910649,0.111888,-0.000730545,0.0902404,4.70E-05,0.247473,0.0229432,0.0237988
0.0922658,1280,0.0731271,0.955229,0.00545218,0.00831863,0.0625,0.0603491,-0.112585,-0.0299042,0,-0.00119958,720,-0.00147306,0.087945,0.00729725,0.0574902,-0.000448675,0.24441,0.0586373,0.0842057
0.0259631,176,0.280875,0.0376003,0.0125548,0.0267319,0.03125,0.0358544,-0.107968,-0.00972191,0.000299222,0.000141373,144,8.42E-05,0.0960111,0.0488551,0.0151822,0.0454724,0.141155,0.109728,0.0564921
0.0392148,1280,0.138887,0.754875,0.00327707,0.0200483,0.0749251,0.0334522,-0.069194,0.0293662,0,0.000283939,720,0.00532696,0.124626,0.00717837,0.0261928,0.0034022,0.176748,0.0833835,0.0636841
0.142085,1280,0.237626,0.531127,0.00096737,0.00102775,0.0625,0.0475578,-0.0803671,0.00331572,0.000843348,-0.00168595,720,-0.0171113,0.141101,-0.000354038,0.152308,0.000327523,0.279797,0.0354922,0.101623
0.181312,1280,0.223257,0.331923,0.00948872,0.00265795,0.0599401,0.168811,-0.215981,0.0109699,0.000281532,0.00807288,720,-0.0232147,0.152986,0.0100749,0.145487,0.0188356,0.225688,0.0335676,0.106137
0.101437,1280,0.225019,1,0.0552542,0.00548122,0.075,0.0697505,-0.251327,-0.0137914,0.0487312,0.0167738,720,-0.0196306,0.126111,0.000270296,0.0755825,-0.000752938,0.294889,0.0437046,0.0847738
0.229542,1280,0.242417,0.512235,0.07385,0.00265682,0.075,0.197566,-0.165822,-0.00229057,0.161081,0.00473842,720,0.00713071,0.180168,0.059577,0.130059,-0.00315756,0.259846,0.0351881,0.0911586
0.015054,1280,0.453607,0.628242,0,0.21667,0.0749251,0.0180921,-0.103111,0.0175233,0,-0.00117542,720,0.000333826,0.0850513,0.00775754,0.0109186,0.00864474,0.247168,0.208528,0.0581664
0.547125,1280,0.126898,0.795509,0.0122482,0.00156634,0.0625,0.280025,-0.0784251,-0.0180078,0.00422119,-0.0497031,720,-0.17282,0.163613,0.00244172,0.359111,0.00268871,0.205878,0.0360078,0.0827353
0.303417,1280,0.23624,0.822338,0.0306299,0.00430378,0.0625,0.0924686,-0.199885,-0.000571546,0.00631114,-0.00415805,720,0.00172153,0.125198,0.00195034,0.238777,0.0125694,0.285218,0.0285888,0.083307
0.161456,1280,0.0729971,0.0519625,0,0.00209681,0.0749251,0.0386363,-0.518005,0.00847292,0.000407166,-0.00325834,720,-0.0165319,0.046763,0.0967148,0.135187,0.122198,0.14856,0.0270583,0.0969055
0.171879,1280,0.191137,0.700285,0.0106039,0.00184033,0.0749251,0.150188,-0.194515,-0.013619,0.0118628,0.0163761,720,0.00197407,0.140724,0.0108513,0.111309,0.000899732,0.250316,0.0275723,0.0674699
0.129102,1280,0.457885,0.261513,0.000686786,0.00164629,0.0749251,0.143412,-0.0819264,0.00574374,0.000672608,0.00135523,720,0.00751982,0.185884,0.0161533,0.11287,0.00356193,0.225171,0.0239395,0.0470826
0.194515,640,0.47161,0.30558,0.0144118,0.00350717,0.0749251,0.186444,-0.061104,-0.0050429,0.00171821,0.00684178,360,-0.0140377,0.28805,0.0369084,0.122518,-0.00465618,0.147974,0.040694,0.0735013
0.0675095,1280,0.300279,0.127055,0.00204011,0.0116609,0.0599401,0.0917203,-0.182484,0.00222623,0.00645705,-0.00155329,720,0.000568906,0.0845377,0.0250621,0.061662,0.00468086,0.208944,0.0561131,0.040146
0.220473,1280,0.15931,0.121377,0.00159424,0.00116525,0.075,0.196709,-0.0475176,-0.00255605,0.000581903,-0.000681524,720,0.00292126,0.117456,0.0035296,0.19237,0.0880526,0.12657,0.0156638,0.0493163
0.115695,1280,0.201571,0.243791,0.0136501,0.0018989,0.0749251,0.128059,-0.285374,-0.00931212,0.00157456,-0.00655415,720,-0.00656429,0.0964297,0.0123696,0.0982877,0.091203,0.178605,0.0253913,0.0706975
0.150119,1280,0.328751,0.319325,0.0665362,0.00135911,0.075,0.115294,-0.109947,0.00675188,0.0514226,-0.000974452,720,0.00868027,0.181059,0.0254602,0.116413,0.00276621,0.266201,0.0247191,0.0570347
0.0287353,1280,0.23893,0.237791,0.13234,0.0329872,0.06,0.0443542,-0.182181,-0.0333292,0.0331457,-0.000919456,720,3.20E-06,0.0748511,0.0352448,0.0254391,0.0293265,0.213405,0.0867009,0.0606629
0.202026,1280,0.305621,0.553465,0.0103891,0.0012903,0.0599401,0.17699,-0.178211,0.00205818,0.000942507,0.00978985,720,-0.0124451,0.105444,0.0036,0.206234,0.0117894,0.261891,0.0213543,0.114515
0.0591903,1280,0.346123,0.392932,0.0112838,0.0369576,0.0749251,0.164982,-0.0306166,0.0819341,0,-0.00683148,720,0.00328203,0.192969,0.155376,0.0313128,-0.0030085,0.3529,0.100694,0.0664142
0.389218,1280,0.0382224,0.553169,0.00641796,0.000596339,0.0625,0.418711,-0.0331476,0.0012553,0,9.59E-05,720,-0.00415616,0.0574843,-0.00314512,0.312623,0.00229787,0.271792,0.0207501,0.0762308
0.003428,1280,0.0691725,0.485547,0.0143116,0.631858,0.0599401,0.0062854,-0.443036,-0.00300457,0,-7.87E-05,720,-8.58E-05,0.0112292,0.20616,0.00954023,0.249264,0.170533,0.358312,0.103305
0.101462,480,0.205472,0.141633,0.0637245,0.00631768,0.0625,0.043182,-0.322955,-0.0163255,0.00151362,0.00390813,360,-0.0211186,0.0857947,0.00414445,0.0822902,0.0710019,0.257548,0.0731096,0.056004
0.450403,1280,0.0726188,0.371464,0,-0.000212666,0.075,0.226004,-0.11045,-0.004372,0,-0.0312891,720,-0.016454,0.0453808,0.00138835,0.379879,0.000668494,0.330887,0.00805749,0.000230362
0.0432127,1280,0.251816,0.797783,0,0.023667,0.0625,0.0779032,-0.174836,0.0112717,0,0.0465021,676,0.00409591,0.129145,-0.00442275,0.0407428,0.0143736,0.230084,0.0610894,0.116564
0.0715933,1280,0.150172,0.198851,0.00177056,0.00826646,0.075,0.114549,-0.179766,-0.013158,0.000818666,0.00249537,720,0.00257876,0.0978463,0.0214253,0.0540135,0.0834129,0.212945,0.0256084,0.0783872
0.154855,1280,0.310468,0.675575,0.0290342,0.00275915,0.0625,0.134184,-0.166211,-0.00172724,0.0128556,-0.000303142,720,-0.000228711,0.153328,0.00107238,0.0822728,0.00180683,0.228989,0.0429414,0.0971007
0.140463,1280,0.0506896,0.124325,0.000280876,0.0127367,0.0625,0.143876,-0.0731424,-0.0533068,0.000682128,-0.00363423,720,-0.00620209,0.0316727,-0.00108179,0.102861,0.0139703,0.20355,0.0431568,0.063779
0.0398453,1280,0.0263535,1,0.00596682,0.00994263,0.0749251,0.0375581,-0.0471893,-0.00247487,0.000665336,-0.0217629,720,0.000736968,0.0303749,-0.00436319,0.0307573,0.00265891,0.186584,0.0377599,0.120925
0.0426645,640,0.029504,0.150618,0.00138449,0.0079691,0.0749251,0.121311,0.0132868,0.0278573,0,0.00359737,360,1.27E-05,0.0490659,-4.27E-05,0.05005,-0.000517339,0.193963,0.0497061,0.0723192
0.186962,1280,0.171431,1,0.000841821,0.00354408,0.0749251,0.135436,-0.380146,-0.016929,0.000220848,-0.0123157,720,-0.0371467,0.0678875,-0.00188717,0.112456,0.0445813,0.230891,0.0335472,0.0485866
0.29681,640,0.459586,0.208991,0.00407011,0.00051406,0.0749251,0.189974,-0.0908059,-0.00384802,0.000270563,-0.0115756,360,-0.0490776,0.235619,0.00257293,0.218169,-0.00277816,0.20301,0.0199329,0.0405844
0.176797,1280,0.249456,1,0.0028695,0.00615613,0.0599401,0.0818408,-0.167321,0.0322907,0.000652742,0.0030335,720,0.015986,0.111641,0.00171516,0.101201,0.00144992,0.245127,0.045403,0.0610313
0.184764,1280,0.0387338,1,0.00101209,0.00649756,0.075,0.0994064,-0.0350344,0.00854078,0,7.13E-05,720,-0.00119326,0.0305768,0.0105815,0.0804139,0.00180066,0.236614,0.0437534,0.0356452
0.340921,1280,0.100095,0.290812,0.00367759,0.00221449,0.0749251,0.207054,-0.127355,0.00845492,0.000305717,0.00432505,720,0.000537772,0.0828115,-0.00215654,0.245484,0.00514085,0.202309,0.0262605,0.0953837
0.0425156,1280,0.414967,0.399614,0.102666,0.0154424,0.0599401,0.0495194,-0.0848899,-0.0227853,0.129651,0.0029391,720,-0.000817665,0.184306,0.00337791,0.02518,-0.00596724,0.193269,0.0732039,0.0512965
0.168451,1280,0.0536532,1,0.00850494,0.00304264,0.075,0.170016,-0.312858,-0.0050953,0.000453858,-0.0172083,720,-0.00440714,0.0693262,0.000253209,0.136554,0.00609703,0.295189,0.0276698,0.103328
0.0334969,1280,0.28666,0.119756,0,0.00113984,0.06,0.0390058,-0.187585,-0.00120905,0.000236686,-0.00320148,720,-0.000863392,0.0876068,0.0439042,0.0283328,0.0351331,0.0759339,0.0211106,0.0385799
0.0329003,1280,0.558825,0.648384,0.00824108,0.0535552,0.0599401,0.0286203,-0.0317467,0.0369678,0,-0.00409962,720,-0.00137053,0.276903,-0.00345118,0.018784,-0.00249176,0.243187,0.127279,0.0584256
0.219158,1280,0.513393,0.26835,0.00122639,0.00131334,0.0625,0.260913,-0.0822151,0.0107727,0,-0.00797792,720,0.0192645,0.158895,0.0378899,0.175701,0.0019631,0.159395,0.0171229,0.0638086
0.186621,480,0.214122,0.417115,0.00124336,0.00457417,0.06,0.0879082,-0.038157,-0.00559463,0.0013197,0.012197,360,0.0268572,0.229303,-0.00471956,0.142549,-0.00469042,0.265911,0.0561191,0.0574068
0.266164,1280,0.0319936,0.48021,0.00257182,0.00237233,0.075,0.206699,-0.0385227,-0.00607249,0,-0.00553503,720,0.00779271,0.0612588,-0.00304227,0.200573,0.00496066,0.239227,0.043723,0.0502919
0.106142,1280,0.325511,0.105954,0.0106892,0.0527004,0.06,0.105216,-0.0605787,-0.0484872,0.00189793,0.00767823,720,-0.00636235,0.0962562,0.0537123,0.0680372,0.0210453,0.108182,0.187251,0.0742303
0.106562,1280,0.250962,0.938157,0.0470993,0.0047861,0.0599401,0.093797,-0.145344,0.0290504,0.00183385,0.000478469,720,0.00844949,0.15158,0.00916856,0.0662058,0.00193735,0.253151,0.0445416,0.0900422
0.452213,1280,0.0266728,1,0.00298338,0.000463412,0.0625,0.30695,-0.087781,0.00472047,0,0.00668542,720,-0.0503051,0.0423808,-0.000721422,0.3342,0.00351068,0.311273,0.0200745,0.0732835
0.205912,1280,0.443408,0.182538,0.00294547,0.00947114,0.0749251,0.445516,-0.0575134,-0.0396133,0,0.0756607,720,-0.0140248,0.152815,0.0104377,0.153262,0.00791183,0.213566,0.0564896,0.105109
0.129805,1280,0.124406,0.159286,0.013378,0.00825932,0.0625,0.164171,-0.118805,0.00175896,0.00540346,-0.0100535,720,-0.00127698,0.0635018,0.0992567,0.108284,0.00252843,0.276058,0.0569434,0.0832133
0.370248,480,0.065391,0.28771,0.0015762,0.000462095,0.0625,0.0305924,-0.0758165,-0.00183222,0,0.00185414,360,-0.0376185,0.0195507,0.00253356,0.271414,-0.00139149,0.243883,0.0457897,0.0366165
0.31027,1280,0.176436,0.415813,0.00680754,-5.22E-05,0.0625,0.270584,-0.235822,-0.00290395,0.00818655,0.0431464,720,0.0196505,0.13083,0.000969762,0.324192,0.00483753,0.270419,0.0108242,0.0702059
0.0891275,1280,0.373679,0.557989,0.059955,0.0131783,0.0625,0.055859,-0.0634066,-0.012025,0.00295144,0.00295385,720,-0.00141597,0.136136,0.00762252,0.0677163,-0.00198966,0.259276,0.0581701,0.0921653
