sfx2,width,E2,focus,rule_of_thirds,mag4,rank_sum,sfy2,E3,sfx3,smiles,sfy1,height,sfx1,green_m2,F4,ufx1,blue_m4,rg2,ufy3,shackiness
0.102584,1280,0.322306,0.709553,0.00320272,0.00572933,0.06,0.0674792,-0.165135,0.0109983,0,0.00874361,534,-0.00476119,0.112372,0.00201085,0.049889,0.0245801,0.205477,0.0538266,0.0808358
0.0971103,1280,0.199037,0.477783,0.0183562,0.00263031,0.0749251,0.118062,-0.105438,0.00490439,0,0.00879139,720,2.94E-05,0.147225,0.0152812,0.102411,0.00120749,0.252348,0.0286038,0.106719
0.0649803,1280,0.413601,0.325038,0.0205938,0.00632483,0.0625,0.0855227,-0.101633,0.00882582,0.0712267,0.002326,720,0.00315644,0.150505,0.00297862,0.0509256,0.0087874,0.160216,0.0423502,0.0927077
0.141548,1280,0.333632,0.281563,0.0109457,0.00086209,0.075,0.0526189,-0.147097,0.0174328,0.00283432,-0.00526192,720,0.0604897,0.143145,0.038864,0.105383,0.0166651,0.18152,0.0687518,0.0760113
0.0838145,1280,0.233623,0.174853,0.00269803,0.00194105,0.075,0.0738029,-0.117388,-0.00855317,0,-0.00121291,720,4.73E-06,0.11664,-0.00346339,0.0581512,0.00773925,0.134126,0.0311042,0.0545562
0.036489,1280,0.177592,0.109644,0.00388374,0.0154929,0.0599401,0.0449206,0.0445381,0.000102239,0,-0.00326404,720,0.000650055,0.106896,0.0770976,0.027865,0.0846738,0.106285,0.0424613,0.0387996
0.253733,480,0.0252202,0.561787,0.00145563,0.00134146,0.0375,0.173892,-0.0373921,0.0211518,0,0.00772209,360,0.0596249,0.0719441,-0.000612758,0.173783,0.0022426,0.281957,0.0334949,0.0515258
0.180589,1280,0.279408,0.243325,0.0102408,0.124098,0.0599401,0.199217,-0.128619,0.00351789,0.0056962,-0.00868113,720,0.0152741,0.178502,0.0451305,0.144628,0.012061,0.242572,0.200552,0.104747
0.0461853,960,0.0874949,0.260176,0.00224381,0.0232517,0.0749251,0.0431517,0.0160674,0.00281107,0.000273373,0.084483,720,0.0722583,0.0313306,0.0022967,0.103915,-0.00120761,0.377672,0.0582726,0.109623
0.153012,1280,0.0441273,1,0.000903318,0.0036551,0.0749251,0.0811974,-0.00654681,-0.0166945,0.0004584,-0.00155656,720,-0.0498837,0.0541677,0.0198877,0.129229,0.0146383,0.21259,0.0500896,0.108412
0.148295,1280,0.0272216,0.619312,0.00614732,0.00451168,0.0599401,0.10245,-0.0303246,-0.0208561,0.000474158,-0.00840928,720,-0.0534105,0.0482788,0.00753896,0.0996019,-0.000813036,0.208454,0.0440277,0.0772878
0.0674887,1280,0.177982,0.304486,0.00151113,0.0132458,0.0749251,0.0830639,-0.0730628,0.000979026,0,-0.00254139,720,-0.000263827,0.169772,0.0128012,0.0296271,0.0108896,0.309193,0.0658805,0.0530142
0.211583,1280,0.316225,0.124659,0.0429523,0.00124981,0.0749251,0.259082,-0.142926,-0.00500036,0.0160976,0.0209834,720,-0.00345101,0.235311,0.0429466,0.146223,-0.0036507,0.237705,0.0240648,0.0321951
0.121525,1280,0.299723,0.659277,0.0165514,0.00233964,0.0625,0.127952,-0.145777,-0.00114357,0.000448833,0.00507223,720,-0.00904776,0.119658,0.0105598,0.125089,-0.000640867,0.308037,0.0276431,0.127469
0.148245,1280,0.107877,0.600643,0.00571015,0.00350235,0.0599401,0.092852,-0.235037,0.0170636,0,0.00748062,720,0.00828398,0.092144,0.0274251,0.102029,-0.00221933,0.32484,0.0270918,0.0480094
0.215954,1280,0.319646,0.461894,0.00372199,0.00520691,0.075,0.17257,-0.145537,-0.0106259,0.0119887,-0.012108,720,-0.0135844,0.14551,0.0059228,0.173651,-0.00230793,0.221702,0.0218185,0.0708745
0.0718281,1280,0.191083,1,0.0227655,0.0265991,0.0749251,0.10693,-0.0831301,-0.0844523,0.00352423,-0.00347847,720,-0.00310934,0.102978,-0.00417705,0.0269716,0.000561342,0.241285,0.0936679,0.0532159
0.197433,640,0.22652,0.326154,0.00399788,0.00016432,0.0749251,0.253323,-0.23748,-0.00413495,0.00129199,0.0965484,360,0.018298,0.0946153,0.00869896,0.261289,0.00578252,0.254943,0.0112085,0.066053
0.232221,1280,0.167443,0.335085,0.00508134,0.000617957,0.074925,0.20215,-0.168214,-0.00213929,0,0.00913605,720,-0.0119637,0.0890506,0.0059367,0.194417,0.0312997,0.229228,0.0184969,0.0940741
0.188317,1280,0.289927,0.573315,0.00561731,0.00380055,0.075,0.0966669,-0.155946,0.00719595,0,-0.00344384,720,-0.00582102,0.136974,0.0108202,0.103348,0.0206174,0.223214,0.057522,0.054457
0.0830468,1280,0.0108127,0.560748,0.004713,0.000172442,0.0599401,0.520264,-0.117566,-0.00341108,0.000453515,0.132027,720,-0.0186532,0.0111568,0.00383116,0.341229,0.0315591,0.239915,-0.00877901,0.0984127
0.093096,1280,0.339205,0.180597,0.00238993,0.0149949,0.0625,0.112331,-0.111309,0.0188604,0.00122271,0.00108067,720,0.00340661,0.162418,0.0305487,0.0494252,0.00626047,0.202434,0.0672483,0.0660262
0.0536373,1280,0.563778,0.610732,0.0151684,0.0176993,0.075,0.0275218,-0.0796486,0.00525572,0.00929512,-0.00268586,720,-0.0714179,0.165321,-0.000358882,0.0739957,-0.00259878,0.279757,0.101011,0.0844307
0.0409662,1280,0.183899,0.45213,0.0221301,0.0357046,0.0625,0.0442676,-0.202714,-0.0178288,0,-0.00305687,720,0.00413202,0.172068,0.0137882,0.0219533,-0.00226462,0.34152,0.113903,0.0991585
0.296257,1280,0.0782212,0.348583,0.00556489,0.000958843,0.0625,0.298411,-0.1071,-0.0156689,0,-0.0107416,720,-0.0186222,0.0619351,0.0190575,0.246213,-0.00106505,0.207023,0.0211802,0.0635951
0.160839,1280,0.449417,0.0471339,0.0176881,0.00244753,0.0749132,0.193445,-0.0898403,0.00757646,0.0150853,0.00735119,720,0.0128348,0.171814,0.0577381,0.123954,-0.000572833,0.179807,0.0291758,0.092042
0.179293,1280,0.0527559,0.882107,0.00315981,0.00056083,0.0749251,0.0873937,-0.0358545,-0.00722719,0.000779727,0.0274859,720,-0.0113699,0.0534308,0.00637459,0.210052,-0.000344701,0.241232,0.0109691,0.140156
0.262378,1280,0.292705,0.768469,0.0023101,0.00150522,0.0599401,0.342751,-0.153171,-0.0150438,0.000255232,0.0570596,720,-0.0269648,0.144964,-0.00113014,0.150361,-0.000287611,0.212073,0.0288338,0.083461
0.208685,1280,0.381741,0.247747,0.000966696,0.000500229,0.0749251,0.058311,-0.130007,0.0112795,0,0.00784973,720,0.0739646,0.209689,0.00490736,0.143689,0.00313497,0.224201,0.0681266,0.0878774
0.0443813,1280,0.525471,0.462106,0.00621539,0.00306273,0.06,0.0826856,-0.078834,-0.0307119,0.000219443,0.0200631,720,-0.0115219,0.192887,0.0136035,0.0227993,-0.000839859,0.22101,0.0271702,0.0351108
0.254238,480,0.479978,0.132157,0,0.00171822,0.0749251,0.154388,-0.0902396,-0.00251408,0,0.000333784,360,-0.0060066,0.108734,0.00124308,0.206237,0.00550857,0.233396,0.0241499,0.0216227
0.219858,1280,0.0634089,0.339704,0.00174734,0.0013425,0.0625,0.204242,-0.0804409,-0.00471175,0,0.0127794,720,-0.0122562,0.0800627,0.0337016,0.155504,0.00710756,0.19476,0.0231194,0.0713542
0.435899,1280,0.312206,0.164336,0.0283171,0.000654304,0.0749251,0.472085,-0.140634,-4.29E-05,0.0962383,-0.000678755,720,0.0157654,0.178909,0.0501353,0.332867,0.00417232,0.21476,0.0199834,0.0754249
0.508469,1280,0.0483629,1,0.00277839,0.00134113,0.0746275,0.0780697,-0.0911355,0.0124162,0.000471698,-0.00770194,720,0.0660006,0.0545581,-0.00261868,0.351298,0.00267169,0.283443,0.0260065,0.107547
0.21692,1280,0.342307,0.247527,0.0288326,0.00486532,0.06,0.122847,-0.115746,-0.0069527,0.029714,-0.00105981,720,-0.0278716,0.13666,0.0323067,0.128643,0.00118642,0.242566,0.0276076,0.0566509
0.157663,1280,0.0423332,0.582617,0.0215799,0.00161864,0.0625,0.235232,-0.0297939,-0.000195591,0.00326493,0.0448189,720,-0.00862679,0.0875312,0.0193382,0.139095,-0.00281852,0.226501,0.0255858,0.0713619
0.304224,1280,0.0790427,0.452728,0.0023155,0.00123658,0.0625,0.194519,-0.0738184,-0.0121206,0.00107043,0.00662178,720,0.141337,0.0481587,0.0527469,0.343308,-0.000823136,0.246605,0.0308934,0.0890602
0.14341,1280,0.36473,0.560081,0.00178955,0.00222598,0.06,0.120223,-0.149306,-0.0143655,0.000219974,0.000757333,720,-0.0172976,0.170169,0.00854482,0.115069,-0.00163163,0.231912,0.0310741,0.0846898
0.25979,1280,0.211685,1,0.00132337,0.000540751,0.0625,0.277449,-0.242125,0.00165979,0.000229253,0.124574,720,0.00717631,0.0973452,0.0172997,0.213868,0.015253,0.214385,0.0151856,0.044475
0.0491565,1280,0.0364778,0.291854,0.029737,0.0326411,0.0599401,0.0379636,-0.057349,0.116476,0.0406123,-0.000302655,720,0.00236166,0.0812039,-0.00296642,0.0496246,-0.00613428,0.250831,0.0496601,0.076851
0.171742,1280,0.165529,0.486513,0.0122734,0.000182898,0.0749251,0.171419,-0.201618,-0.00260038,0.00313676,-0.0184272,720,0.0147045,0.0575874,-0.00432222,0.181868,0.0459725,0.210125,0.0124985,0.109473
0.207879,1280,0.251628,0.916334,0.0129686,0.000509475,0.0749251,0.277301,-0.206345,-0.0230787,0.000509684,0.0334055,720,-0.0395946,0.0833689,-0.000696269,0.134407,0.0240627,0.181972,0.0190769,0.0899592
0.110343,1280,0.252804,0.484771,0.00430182,0.0136419,0.0625,0.0918404,-0.227982,-0.0316872,0.000294724,0.0102903,720,-0.0110734,0.142643,0.00907542,0.0685357,0.00213517,0.244407,0.0343815,0.0769231
0.017349,1280,0.230717,1,0.00141349,0.0433769,0.0749251,0.0331869,-0.236619,0.000933651,0,-0.00153806,720,-0.000727525,0.11324,0.00254838,0.00723002,0.0130956,0.256543,0.115432,0.0791209
0.122502,1280,0.408321,0.401859,0.0349246,0.00276903,0.0625,0.155889,-0.051531,0.00914464,0.0483016,-0.00305848,720,-0.00135115,0.172784,0.00660775,0.102582,-0.00484182,0.207687,0.0299143,0.0803063
0.0102164,1280,0.347574,0.434632,0.058708,0.121136,0.0749251,0.0131094,-0.161717,0.00729298,0.756072,-7.26E-05,720,-0.000413547,0.166821,-0.00304994,0.0133506,0.0144953,0.177749,0.164551,0.0713178
0.315422,1280,0.343466,0.244031,0.00167904,3.84E-05,0.0599401,0.414955,-0.142383,0.00285118,0,0.0197916,720,0.0133887,0.174593,0.00246616,0.36303,0.00695124,0.234783,0.00892242,0.0871627
0.0348274,1280,0.426377,0.154819,0.228087,0.0939621,0.0599401,0.02393,-0.0804515,0.31216,0.0114135,-0.000661225,720,0.00107908,0.238664,-0.00332413,0.0140415,-0.00452661,0.179076,0.0498931,0.0570676
0.143311,1280,0.221583,0.399051,0.00664141,0.0220239,0.0599401,0.0862922,-0.192287,0.0814079,0,-0.0114129,720,-0.0168641,0.0746004,-0.00274491,0.0686763,0.0137815,0.223436,0.0468436,0.0708333
0.692331,1280,0.0395679,1,0.00256481,0.000206297,0.075,0.551915,-0.0361138,-0.000702503,0.000519481,0.0305827,720,-0.0397584,0.065263,-0.000127389,0.578448,0.000579207,0.292187,0.0143503,0.0836364
0.0932526,1280,0.306655,0.343031,0.00316043,0.0710154,0.0625,0.0177807,-0.146937,-0.162582,0,-0.000368316,720,-0.00726483,0.0958956,0.00416267,0.0157066,-0.0035633,0.177721,0.103354,0.0727609
0.304515,1280,0.0778292,0.510335,0,0.0110138,0.075,0.179396,-0.116502,0.00831964,0.000550661,0.0392282,720,-0.0911806,0.0839862,-0.00254968,0.252368,0.00272056,0.346882,0.0892353,0.139042
0.100432,1280,0.0124002,1,0.0112957,0.00293236,0.075,0.0704835,-0.0698064,-0.00149272,0.000179308,0.00177196,720,-0.000714243,0.0374037,-0.00135208,0.0769102,-0.000571114,0.288962,0.0227218,0.128205
0.223567,1280,0.0485012,1,0.00107639,0.000239397,0.0749251,0.112696,-0.00116021,-0.00727305,0,0.0741324,720,-0.169564,0.0521678,-0.00215553,0.216075,0.00608754,0.163898,0.0224246,0.106014
0.0462992,640,0.368684,0.0896025,0.000815445,0.00175887,0.075,0.0426163,-0.117704,0.00103224,0,0.002531,358,-0.000311731,0.105212,0.0842853,0.0267869,0.00215752,0.266785,0.0220131,0.0536137
0.169565,1280,0.181525,0.203754,0.00167615,0.00124205,0.0749251,0.14298,-0.133436,0.0144274,0,0.00808126,720,0.0424009,0.156198,0.00716045,0.133538,0.00578753,0.209998,0.0290885,0.104414
0.690165,480,0.0484738,0.289898,0.00409771,-0.000229675,0.0379032,0.669864,-0.113333,0.000353462,0,-0.0129469,360,0.0029034,0.106335,-0.000983301,0.596656,0.00377288,0.267903,0.00869736,0.0835303
0.0721855,1280,0.429258,0.202735,0.00121124,0.00545102,0.0749251,0.06105,-0.0109893,-0.00341999,0,-0.00578098,720,0.000796316,0.168159,0.193751,0.0317535,-0.00519644,0.0969864,0.0363845,0.0820413
0.18111,1280,0.425447,0.386153,0.00688378,0.0014356,0.0749251,0.234867,-0.0755859,-0.0101299,0,0.0360265,720,-0.000904495,0.15259,0.0170559,0.137153,-0.00398235,0.172344,0.0259616,0.0706724
0.220764,1280,0.108666,0.953466,0.0169541,0.00257983,0.0749244,0.0962795,-0.243428,0.0198979,0,-0.0135843,720,0.0632454,0.118625,-0.00240089,0.178978,0.00499596,0.28173,0.0311413,0.153196
0.225201,1280,0.100356,0.911068,0.0096229,0.00118957,0.0749251,0.110852,-0.253629,-0.000513516,0.000371264,0.0112522,720,-0.0030774,0.114203,0.00150134,0.189701,0.00396267,0.246132,0.0474328,0.118805
0.251364,1280,0.190195,0.275788,0.0305323,0.0851261,0.0625,0.108202,-0.22184,0.114463,0.00244998,-0.00889861,720,0.0126824,0.111755,0.0421097,0.160575,0.000666474,0.293183,0.0239058,0.0982033
0.203723,1280,0.293342,0.319677,0.0135331,0.00483248,0.0625,0.130653,-0.135658,-0.0438703,0.00165221,0.00306114,720,-0.0141668,0.220983,0.0246511,0.0938432,0.000506158,0.181006,0.0418952,0.0793061
0.106026,640,0.394938,0.387766,0.0135099,0.00342995,0.0625,0.0887606,-0.107518,0.0144893,0,-0.00062746,352,0.0146834,0.20029,0.00803173,0.0643423,-0.00496204,0.224809,0.0423596,0.0575705
0.428146,1280,0.367576,0.218872,0.00461753,0.00029139,0.0749251,0.413816,-0.140664,-7.26E-05,0.000561167,-0.0014827,720,-0.00820609,0.182295,0.0173359,0.40937,0.00183578,0.253682,0.0125965,0.0801066
0.104546,1280,0.306083,0.536524,0.00798645,0.00363189,0.0749251,0.0852462,-0.207364,0.00503054,0.000155183,0.000142733,720,0.00887357,0.0601142,0.00358285,0.102228,0.00469107,0.219429,0.0305527,0.0968343
0.00990691,1280,0.261785,0.816826,0.0362387,0.114125,0.0749251,0.0160362,-0.0298813,-0.025897,0,0.0019355,720,0.000279918,0.199085,-0.00428636,0.0080461,-0.00120286,0.28931,0.180822,0.0617284
0.0313149,1280,0.425098,0.267542,0.00769885,0.00769019,0.0749251,0.0608533,-0.109835,-0.00647763,0.0174046,-0.0052283,720,-9.73E-05,0.0742632,0.0712209,0.0307838,0.005718,0.217003,0.0314698,0.0476336
0.153312,1280,0.150362,0.777087,0.00140901,0.00240596,0.0599401,0.19882,-0.135977,0.0268932,0.000824266,-0.00802772,720,0.00996167,0.137154,0.0350907,0.0982178,-0.000936245,0.211852,0.0193131,0.0745137
0.0637095,1280,0.36442,0.243876,0.00609704,0.00602853,0.0749251,0.105144,-0.0769978,0.00641193,0,-0.000945359,720,0.000919238,0.14143,0.0131525,0.0457459,0.0367525,0.272852,0.0432044,0.0506264
0.20835,1280,0.0404615,0.712506,0.0506323,0.0032839,0.0599401,0.219391,-0.546957,-0.00800159,0.0360825,0.00704317,720,-0.00705653,0.0594604,0.00811147,0.145393,0.00536722,0.239817,0.0371588,0.0494464
0.108439,1280,0.0993653,0.573409,0.0210659,0.00188145,0.0599401,0.139891,-0.221563,-0.00367413,0.000383632,0.0136455,720,-0.011524,0.116451,0.0237967,0.0773743,0.00867314,0.229282,0.0175073,0.0679028
0.0511606,1280,0.267037,0.77853,0.053131,0.00442724,0.0749251,0.0690849,-0.192835,0.00205843,0.000270124,-0.000616808,720,0.00147411,0.111215,-0.00465929,0.0565987,0.0529387,0.219717,0.0354719,0.0768504
0.140214,1280,0.217189,0.507408,0.0355079,0.0057269,0.0749251,0.150042,-0.157571,0.0043869,0.113249,-0.0165029,720,0.00134622,0.15706,0.0300285,0.0989496,-0.000690671,0.229158,0.0345274,0.0731852
0.164341,1280,0.0721443,0.338385,0.0384358,0.00592065,0.0749251,0.198949,-0.0891819,-0.0246304,0.0675843,-0.0184702,720,-0.00863072,0.141594,0.0385307,0.127934,-0.00429915,0.189996,0.0427995,0.0648765
0.0386777,1280,0.221027,0.227057,0.000652867,0.00300883,0.0749251,0.0480769,-0.219507,0.00881998,0,0.000395745,720,0.00389656,0.0667288,0.0212635,0.0302062,0.110897,0.179297,0.0261556,0.05013
0.0841264,1280,0.199963,0.273562,0.00335736,0.0026923,0.0625,0.0976419,-0.0839534,0.00361169,0.000135538,0.00042129,720,0.00471645,0.0834114,0.0279686,0.0695781,0.0156694,0.201623,0.0318188,0.0635674
0.0124539,1280,0.109516,0.695067,0.000356661,0.00552358,0.0749251,0.0197575,-0.187938,-0.0231437,0,-0.000263605,720,0.00073403,0.032572,0.00427907,0.0114777,0.0180378,0.10371,0.0369886,0.0600522
0.123279,1280,0.0884577,1,0.00789942,0.00232348,0.075,0.116806,-0.31166,0.00810715,0,0.000128472,720,0.0121037,0.0696944,0.00189586,0.117067,0.0334692,0.260109,0.0322356,0.0920173
0.522909,1280,0.0721868,1,0.00617592,0.00012137,0.075,0.452299,-0.0814155,-0.0170149,0.000331236,0.00742914,720,-0.148871,0.0630618,-0.00352251,0.323726,0.00108763,0.24533,0.0214963,0.061941
0.110736,1280,0.359733,0.551011,0.0186034,0.00481465,0.0625,0.065339,-0.122038,0.0168268,0.00140089,0.00281716,720,0.0119476,0.158457,0.0229038,0.0749465,0.00354746,0.235588,0.0575329,0.086855
0.365512,1280,0.256595,0.699008,0.0410543,6.36E-05,0.0749251,0.437517,-0.0932235,-0.00112699,0.000855432,-0.0081476,720,0.021194,0.203534,0.00779628,0.376192,0.0031322,0.255817,0.0104853,0.0697177
0.296164,1280,0.0655466,0.527326,0,0.000788981,0.0749251,0.183625,-0.017274,-0.0114585,0.00014453,0.0130112,720,-0.0393814,0.0580581,0.0730043,0.196358,0.0033278,0.313613,0.0295499,0.0871513
0.0635663,1280,0.131723,0.674948,0.00530179,0.0104913,0.0625,0.071734,-0.435793,-0.0239142,0.00604982,-0.000186164,720,-0.00546199,0.124291,0.021686,0.0556491,0.0222795,0.2001,0.0503814,0.0854093
0.0809518,1280,0.186986,1,0.00417343,0.0133332,0.0749251,0.0970169,-0.276161,0.00446555,0.0002442,0.00179504,720,0.00155407,0.131723,-0.0017764,0.0474215,0.00574973,0.281605,0.0649669,0.0544567
0.260778,1280,0.142816,0.245966,0.0036648,0.00130383,0.0599401,0.142062,-0.185992,-0.00594042,0,-0.0406444,720,0.0462755,0.128792,0.0220186,0.216353,0.0194198,0.180521,0.0375472,0.0998168
0.243603,960,0.0495567,0.801946,0.00105437,0.000321152,0.0749251,0.364682,-0.116107,0.0063841,0,0.464853,720,0.0509362,0.053115,0.00975266,0.465302,0.0264038,0.156877,-0.00548325,0.0995455
0.193534,1280,0.409186,0.522033,0.00709992,0.00205286,0.0749251,0.161536,-0.101094,0.0139397,0,0.0152198,720,0.0404526,0.136946,0.00300633,0.165304,0.00422742,0.167159,0.0349406,0.0857741
0.261704,1280,0.0865974,0.347595,0.00398909,0.00229694,0.0749251,0.181213,-0.173576,-0.00321501,0,0.00264319,720,-0.0258961,0.0769751,-0.00366683,0.214192,0.00583086,0.197968,0.0283398,0.116912
0.223109,1280,0.290868,0.673435,0.00538067,0.00329622,0.0749251,0.0651603,-0.112076,0.0182252,0.000308261,0.000827353,720,-0.0149937,0.158016,0.00978758,0.100582,0.0422278,0.148497,0.0309597,0.102497
0.0137201,1280,0.295657,0.412289,0.172055,0.0782553,0.0749251,0.011172,-0.208169,-0.00178112,0.000938306,0.000695342,720,0.00124865,0.0802108,0.0705796,0.0162614,0.0427415,0.157968,0.129915,0.101572
0.059195,320,0.530216,0.730787,0.00142766,0.0216194,0.0749251,0.0523139,-0.0635424,0.0150944,0,-0.000377763,240,-0.00190494,0.158753,-0.00180345,0.0225622,0.00201185,0.193882,0.0561707,0.00574581
0.0958267,1280,0.363918,0.532634,0.0211019,0.00290901,0.0625,0.123967,-0.143833,0.012947,0.00293852,0.00727995,720,0.00807256,0.144046,-0.00371152,0.072972,0.00395023,0.195756,0.0329845,0.0519891
0.154897,1280,0.394207,0.340376,0.0213173,0.00184174,0.0625,0.170005,-0.0991129,-0.0262049,0.00118624,0.0238162,720,-0.0193898,0.183744,0.00715073,0.0998702,0.00272821,0.177995,0.0303987,0.0839858
0.212993,480,0.217509,0.333323,0.0096865,0.00300627,0.0749251,0.161552,-0.124587,0.0132142,0.000607441,0.00196989,360,-0.00111705,0.0633662,0.0256912,0.144698,0.00105808,0.29381,0.0396343,0.0712225
0.586731,1276,0.0831952,0.414867,0.00337879,-0.000247004,0.075,0.455881,-0.073183,-0.00066262,0,0.0246145,720,-0.0138929,0.0878789,0.000924336,0.544185,-0.000339139,0.329821,0.00494476,0.103135
0.0501882,1280,0.493457,0.707211,0.018642,0.0199663,0.0625,0.0619005,-0.0945374,-0.00843875,0.00147656,0.00545754,720,-0.00538471,0.190921,0.00020535,0.047194,-0.00105128,0.236004,0.0688234,0.0837948
0.191911,1280,0.0314326,1,0.00211832,-0.000116754,0.0749251,0.0931828,-0.196841,0.001952,0.00042735,-0.0240484,720,0.0397971,0.0361418,0.0158465,0.43811,0.0186687,0.259768,0.00717086,0.0910256
0.28211,1280,0.320807,0.251622,0.00477736,0.000264529,0.075,0.335757,-0.125398,0.000380279,0.000992884,0.0716518,720,-0.0171636,0.10645,0.00974819,0.324372,0.00113657,0.190312,0.0103544,0.0569254
0.2595,1280,0.338538,0.571758,0.00476641,0.000789042,0.0625,0.242028,-0.148971,-0.00769154,0.000459348,0.0145825,720,-0.0173938,0.177587,0.00935185,0.189146,0.00160198,0.223402,0.0267172,0.0840606
0.136523,1280,0.226325,1,0.0288617,0.0115584,0.06,0.0951885,-0.230891,0.00704417,0.000455996,0.00378704,720,0.0100498,0.0917565,0.00457948,0.0676637,0.0174758,0.279833,0.0492193,0.0884633
0.157188,1280,0.468505,0.244123,0.00146137,0.00233456,0.0625,0.170211,-0.0727705,0.00886193,0.000537346,-0.00536143,552,-0.000371668,0.168116,0.0150052,0.104201,-0.00311842,0.181244,0.0299687,0.0824825
0.114181,1280,0.261783,0.859558,0.0087449,0.00443572,0.0599401,0.0459895,-0.152845,-0.00232655,0,-0.00144908,720,-0.00971769,0.12093,0.00200887,0.0649612,0.0130638,0.271288,0.0338464,0.0307018
0.0811929,1280,0.0446034,0.191114,0.0315511,0.00428609,0.0749251,0.095994,-0.0485391,-0.000124653,0.0112909,0.00031845,720,-0.00271347,0.106852,0.00436171,0.0490893,0.00438804,0.222298,0.0355732,0.0316146
0.175609,352,0.012692,0.0841744,0.0441641,0.00288921,0.075,0.160659,-0.0499435,0.00520831,0.00162112,0.00160528,360,-0.000912316,0.0269543,0.00588492,0.122422,0.00244834,0.208504,0.0360497,0.0567392
0.305916,1280,0.0479729,0.523197,0,0.00150846,0.06,0.323274,-0.093188,-0.00307445,0,0.00332464,720,-0.00116655,0.085921,0.0108548,0.22144,0.000932514,0.248084,0.0249513,0.0471362
0.0502503,1280,0.303728,0.523134,0.00558761,0.0142883,0.0749251,0.0638544,-0.227853,-0.0191251,0,-0.00165949,720,-0.000215967,0.0855221,0.0248163,0.0529216,0.0508738,0.248765,0.0390641,0.088815
0.0180122,1280,0.526367,0.42435,0,0.0314943,0.0749251,0.122423,-0.0641226,-0.00567436,0,0.0162155,720,0.00194514,0.132943,0.0129146,0.0139692,-0.00115901,0.157616,0.103486,0.0869565
0.200954,1280,0.250239,1,0.0224602,0.00130216,0.0749251,0.131576,-0.208237,0.000911421,0.0199601,0.0354953,720,0.00167181,0.150271,0.0142053,0.20418,0.0043211,0.305515,0.0217173,0.130829
0.0648033,1280,0.179528,0.14361,0.00078783,0.0111446,0.0749251,0.00563373,-0.193439,0.0647123,0,-7.68E-05,720,0.00977939,0.0721856,0.0807882,0.0191506,0.0156833,0.239854,0.0357481,0.065211
0.149245,1280,0.117625,0.265857,0.0143911,0.00144782,0.0625,0.138101,-0.0581665,0.00363588,0.000534283,-0.00185017,720,0.0109557,0.076014,0.0025885,0.101972,0.0457692,0.15091,0.0259791,0.0865539
0.0830488,1280,0.15588,0.821498,0.002372,0.0131633,0.0599401,0.0534652,-0.217138,-0.02377,0,0.00123896,720,0.00232104,0.0982964,0.00620543,0.052091,0.00634902,0.18782,0.0453203,0.0375076
0.160578,1280,0.272287,0.504543,0.00920552,0.0191774,0.0749251,0.203614,-0.188666,-0.0251967,0.0240094,-0.0105885,720,-0.00380219,0.122995,0.00385389,0.106943,0.0170461,0.246766,0.0517531,0.0812626
0.0401999,1280,0.00273374,0.417223,0.000737721,0.00443333,0.0625,0.0505759,-0.032233,0.0057176,0,0.221534,720,0.0444625,0.00201844,0.05579,0.142512,-0.00184016,0.328885,-0.0215784,0.115662
0.0980235,1280,0.185683,0.0791187,0.000276582,0.00268927,0.0749251,0.110176,-0.320586,-0.0101552,0,0.074349,720,-0.0268841,0.0964683,0.0484313,0.126256,0.0356629,0.182662,0.0255876,0.0973049
0.113484,1280,0.163462,0.274226,0.00909723,0.0482076,0.075,0.0936731,-0.231584,0.123979,0.00387747,0.00036925,720,0.00249268,0.0947529,0.00136513,0.0753818,0.00369704,0.225228,0.044563,0.122916
0.0728288,640,0.587315,0.443574,0.00139964,0.00826139,0.0599401,0.101588,-0.0563185,0.031512,0.00948454,0.00154481,360,-0.00693623,0.218462,-0.000105095,0.0657274,0.0161129,0.159246,0.0588611,0.062268
0.276256,1280,0.0418947,0.430034,0.00603889,0.00690683,0.0749251,0.153623,-0.050082,0.0457429,0.000225734,5.16E-05,720,0.0305856,0.03542,0.0128073,0.192076,0.0128209,0.166196,0.0302732,0.100903
0.105437,1280,0.128832,0.620901,0.0248746,0.00101609,0.0625,0.124942,-0.322091,-0.00580773,0.0396882,0.00485784,720,-0.00702142,0.114872,0.00750877,0.108678,0.00857672,0.201281,0.0192019,0.0450035
0.23989,1280,0.1804,0.0854836,0.0306282,0.0292423,0.0599401,0.172793,-0.182321,-0.00922072,0.00546578,-0.00197576,720,-0.00589266,0.110124,0.0877343,0.236728,0.00178097,0.197618,0.0172362,0.09577
0.382909,960,0.0661832,1,0.0014821,0.000466281,0.0749336,0.304864,-0.0282139,-0.000859384,0,0.0296053,720,0.00877362,0.059394,0.0166119,0.367885,0.0140793,0.230865,0.017507,0.111653
0.413973,1280,0.0334559,0.31039,0.00811412,-0.000109983,0.0625,0.187675,-0.0117241,0.000934812,0.00194647,-0.00347514,720,0.00218224,0.0648828,-0.00371524,0.315709,-0.00236502,0.220727,0.0221243,0.101703
0.0585954,1280,0.105039,0.333758,0.00359609,0.00672193,0.06,0.0700849,-0.154341,0.0197581,0.00928918,-0.00495986,720,0.000103825,0.0883102,0.0120402,0.0421783,0.00147721,0.235825,0.0427485,0.049273
