0.0977282,1,0.374922,1,0.0137387,0.00227595,0.998497,0.0455543,0.501779,0.583081,0,0.240063,1,0.432237,0.253346,0.0265205,0.0932581,0.0778808,0.605533,0.0766013,0.492386
0.0385138,1,0.0871137,1,0.0187584,0.00141979,0.998497,0.045777,0.598581,0.589506,0.000503473,0.237859,1,0.438019,0.111224,0.094842,0.0800351,0.365792,0.684329,0.121901,0.439707
0.488531,1,0.502403,0.460231,0.0321757,0.0023346,0.998497,0.479894,0.616436,0.587793,0.00191408,0.214973,1,0.441206,0.437634,0.07513,0.525718,0.0058242,0.51319,0.137339,0.547639
0.0506686,1,0.858903,0.312042,0.17654,0.00337231,0.75012,0.046255,0.73643,0.589415,0.000841364,0.242135,1,0.438093,0.243572,0.0025912,0.0366204,0.00783025,0.599874,0.136909,0.52814
0.186323,1,0.0493449,1,0.00685271,0.00350078,0.999994,0.0592088,0.761499,0.581763,0.000281289,0.245179,0.454861,0.434614,0.121343,0.038299,0.165251,0.00393103,0.827488,0.154926,0.515637
0.22108,1,0.141227,0.280157,0.0411155,0.00503525,0.998497,0.154667,0.533356,0.571333,0.00164847,0.233141,1,0.377987,0.421348,0.0398007,0.179895,0.00548158,0.597709,0.180877,0.662359
0.156894,1,0.483955,0.590135,0.00772322,0.000557358,0.698948,0.433601,0.55872,0.596592,0.000667656,0.235453,1,0.464365,0.393994,0.0493831,0.20054,0.021731,0.80926,0.0903887,0.270288
0.109361,1,0.0898929,1,0.0183656,0.0183797,0.999994,0.0848393,0.759043,0.602501,0,0.248217,1,0.440885,0.134202,0.0235016,0.0713808,0.0170335,0.437096,0.256238,0.376411
0.235467,1,0.458382,0.213839,0.00917323,0.00239961,0.998497,0.219777,0.686002,0.576097,0,0.229594,1,0.400743,0.505637,0.029918,0.164682,0.00670317,0.325489,0.144526,0.375751
0.11666,1,0.5752,0.585047,0.327818,0.0412776,0.75012,0.274215,0.604134,0.709766,0.00946323,0.26009,1,0.437426,0.566337,0.0279324,0.0430904,0.00457886,0.593147,0.331315,0.493753
